theta,probability
-199.75254764229604,0.888889
-199.2576429268881,0.888889
-198.76273821148018,0.888889
-198.26783349607226,0.888889
-197.77292878066433,0.888889
-197.2780240652564,0.888889
-196.78311934984848,0.888889
-196.28821463444055,0.888889
-195.79330991903262,0.888889
-195.2984052036247,0.888889
-194.80350048821677,0.888889
-194.30859577280884,0.888889
-193.81369105740092,0.888889
-193.318786341993,0.888889
-192.82388162658506,0.888889
-192.32897691117714,0.888889
-191.8340721957692,0.888889
-191.33916748036128,0.888889
-190.84426276495333,0.888889
-190.3493580495454,0.888889
-189.85445333413747,0.888889
-189.35954861872955,0.888889
-188.86464390332162,0.888889
-188.3697391879137,0.888889
-187.87483447250577,0.888889
-187.37992975709784,0.888889
-186.88502504168991,0.888889
-186.390120326282,0.888889
-185.89521561087406,0.888889
-185.40031089546613,0.888889
-184.9054061800582,0.888889
-184.41050146465028,0.888889
-183.91559674924235,0.888889
-183.42069203383443,0.888889
-182.9257873184265,0.888889
-182.43088260301857,0.888889
-181.93597788761065,0.888889
-181.44107317220272,0.888889
-180.9461684567948,0.888889
-180.45126374138687,0.888889
-179.95635902597894,0.888889
-179.461454310571,0.888889
-178.9665495951631,0.888889
-178.47164487975516,0.888889
-177.97674016434723,0.888889
-177.4818354489393,0.888889
-176.98693073353135,0.888889
-176.49202601812343,0.888889
-175.9971213027155,0.888889
-175.50221658730757,0.888889
-175.00731187189965,0.888889
-174.51240715649172,0.888889
-174.0175024410838,0.888889
-173.52259772567587,0.888889
-173.02769301026794,0.888889
-172.53278829486,0.888889
-172.03788357945209,0.888889
-171.54297886404416,0.888889
-171.04807414863623,0.888889
-170.5531694332283,0.888889
-170.05826471782038,0.888889
-169.56336000241245,0.888889
-169.06845528700453,0.888889
-168.5735505715966,0.888889
-168.07864585618867,0.888889
-167.58374114078075,0.888889
-167.08883642537282,0.888889
-166.5939317099649,0.888889
-166.09902699455697,0.888889
-165.60412227914904,0.888889
-165.1092175637411,0.888889
-164.61431284833319,0.888889
-164.11940813292526,0.888889
-163.62450341751733,0.888889
-163.1295987021094,0.888889
-162.63469398670148,0.888889
-162.13978927129355,0.888889
-161.64488455588562,0.888889
-161.1499798404777,0.888889
-160.65507512506977,0.888889
-160.16017040966184,0.888889
-159.66526569425392,0.888889
-159.170360978846,0.888889
-158.67545626343806,0.888889
-158.18055154803014,0.888889
-157.68564683262218,0.888889
-157.19074211721426,0.888889
-156.69583740180633,0.888889
-156.2009326863984,0.888889
-155.70602797099048,0.888889
-155.21112325558255,0.888889
-154.71621854017462,0.888889
-154.2213138247667,0.888889
-153.72640910935877,0.888889
-153.23150439395084,0.888889
-152.73659967854292,0.888889
-152.241694963135,0.888889
-151.74679024772706,0.888889
-151.25188553231914,0.888889
-150.7569808169112,0.888889
-150.26207610150328,0.888889
-149.76717138609536,0.888889
-149.27226667068743,0.888889
-148.7773619552795,0.888889
-148.28245723987158,0.888889
-147.78755252446365,0.888889
-147.29264780905572,0.888889
-146.7977430936478,0.888889
-146.30283837823984,0.888889
-145.8079336628319,0.888889
-145.313028947424,0.888889
-144.81812423201606,0.888889
-144.32321951660813,0.888889
-143.8283148012002,0.888889
-143.33341008579228,0.888889
-142.83850537038435,0.888889
-142.34360065497643,0.888889
-141.8486959395685,0.888889
-141.35379122416057,0.888889
-140.85888650875265,0.888889
-140.36398179334472,0.888889
-139.8690770779368,0.888889
-139.37417236252887,0.888889
-138.87926764712094,0.888889
-138.384362931713,0.888889
-137.8894582163051,0.888889
-137.39455350089716,0.888889
-136.89964878548923,0.888889
-136.4047440700813,0.888889
-135.90983935467338,0.888889
-135.41493463926545,0.888889
-134.92002992385753,0.888889
-134.4251252084496,0.888889
-133.93022049304167,0.888889
-133.43531577763375,0.888889
-132.94041106222582,0.888889
-132.4455063468179,0.888889
-131.95060163140997,0.888889
-131.45569691600204,0.888889
-130.9607922005941,0.888889
-130.4658874851862,0.888889
-129.97098276977826,0.888889
-129.47607805437033,0.888889
-128.9811733389624,0.888889
-128.48626862355448,0.888889
-127.99136390814655,0.888889
-127.49645919273861,0.888889
-127.00155447733069,0.888889
-126.50664976192276,0.888889
-126.01174504651483,0.888889
-125.5168403311069,0.888889
-125.02193561569898,0.888889
-124.52703090029104,0.888889
-124.03212618488311,0.888889
-123.53722146947518,0.888889
-123.04231675406726,0.888889
-122.54741203865933,0.888889
-122.0525073232514,0.888889
-121.55760260784348,0.888889
-121.06269789243555,0.888889
-120.56779317702762,0.888889
-120.0728884616197,0.888889
-119.57798374621177,0.888889
-119.08307903080384,0.888889
-118.58817431539592,0.888889
-118.09326959998799,0.888889
-117.59836488458006,0.888889
-117.10346016917214,0.888889
-116.60855545376421,0.888889
-116.11365073835627,0.888889
-115.61874602294834,0.888889
-115.12384130754042,0.888889
-114.62893659213249,0.888889
-114.13403187672456,0.888889
-113.63912716131664,0.888889
-113.14422244590871,0.888889
-112.64931773050078,0.888889
-112.15441301509286,0.888889
-111.65950829968493,0.888889
-111.164603584277,0.888889
-110.66969886886908,0.888889
-110.17479415346115,0.888889
-109.67988943805322,0.888889
-109.1849847226453,0.888889
-108.69008000723736,0.888889
-108.19517529182943,0.888889
-107.7002705764215,0.888889
-107.20536586101358,0.888889
-106.71046114560565,0.888889
-106.21555643019772,0.888889
-105.7206517147898,0.888889
-105.22574699938187,0.888889
-104.73084228397394,0.888889
-104.23593756856602,0.888889
-103.74103285315809,0.888889
-103.24612813775016,0.888889
-102.75122342234224,0.888889
-102.25631870693431,0.888889
-101.76141399152638,0.888889
-101.26650927611846,0.888889
-100.77160456071053,0.888889
-100.27669984530259,0.888889
-99.78179512989466,0.888889
-99.28689041448673,0.888889
-98.79198569907881,0.888889
-98.29708098367088,0.888889
-97.80217626826295,0.888889
-97.30727155285503,0.888889
-96.8123668374471,0.888889
-96.31746212203917,0.888889
-95.82255740663125,0.888889
-95.32765269122332,0.888889
-94.8327479758154,0.888889
-94.33784326040747,0.888889
-93.84293854499954,0.888889
-93.34803382959161,0.888889
-92.85312911418367,0.888889
-92.35822439877575,0.888889
-91.86331968336782,0.888889
-91.3684149679599,0.888889
-90.87351025255197,0.888889
-90.37860553714404,0.888889
-89.88370082173611,0.888889
-89.38879610632819,0.888889
-88.89389139092026,0.888889
-88.39898667551233,0.888889
-87.9040819601044,0.888889
-87.40917724469648,0.888889
-86.91427252928855,0.888889
-86.41936781388063,0.888889
-85.9244630984727,0.888889
-85.42955838306477,0.888889
-84.93465366765685,0.888889
-84.4397489522489,0.888889
-83.94484423684098,0.888889
-83.44993952143305,0.888889
-82.95503480602513,0.888889
-82.4601300906172,0.888889
-81.96522537520927,0.888889
-81.47032065980135,0.888889
-80.97541594439342,0.888889
-80.48051122898549,0.888889
-79.98560651357757,0.888889
-79.49070179816964,0.888889
-78.99579708276171,0.888889
-78.50089236735379,0.888889
-78.00598765194586,0.888889
-77.51108293653793,0.888889
-77.01617822112999,0.888889
-76.52127350572206,0.888889
-76.02636879031414,0.888889
-75.53146407490621,0.888889
-75.03655935949828,0.888889
-74.54165464409036,0.888889
-74.04674992868243,0.888889
-73.5518452132745,0.888889
-73.05694049786658,0.888889
-72.56203578245865,0.888889
-72.06713106705072,0.888889
-71.5722263516428,0.888889
-71.07732163623487,0.888889
-70.58241692082694,0.888889
-70.08751220541902,0.888889
-69.59260749001109,0.888889
-69.09770277460316,0.888889
-68.60279805919524,0.888889
-68.10789334378731,0.888889
-67.61298862837938,0.888889
-67.11808391297146,0.888889
-66.62317919756353,0.888889
-66.1282744821556,0.888889
-65.63336976674768,0.888889
-65.13846505133975,0.888889
-64.6435603359318,0.8888887777777777
-64.14865562052387,0.8888885555555556
-63.65375090511594,0.8888883333333333
-63.158846189708015,0.8888882222222222
-62.66394147430009,0.888888
-62.16903675889216,0.8888878888888889
-61.674132043484235,0.8888875555555555
-61.17922732807631,0.8888865555555555
-60.68432261266838,0.8888857777777778
-60.189417897260455,0.8888852222222222
-59.69451318185253,0.8888846666666667
-59.1996084664446,0.8888842222222222
-58.704703751036675,0.8888831111111111
-58.20979903562875,0.8888825555555555
-57.71489432022082,0.8888817777777778
-57.219989604812895,0.8888812222222222
-56.72508488940497,0.88888
-56.23018017399704,0.8888794444444444
-55.735275458589115,0.8888784444444444
-55.24037074318119,0.8888777777777778
-54.74546602777326,0.8888765555555556
-54.250561312365335,0.8888754444444444
-53.75565659695741,0.8888737777777778
-53.26075188154948,0.8888727777777777
-52.765847166141555,0.8888703333333333
-52.27094245073363,0.8888681111111111
-51.7760377353257,0.8888658888888888
-51.281133019917775,0.8888634444444444
-50.78622830450985,0.8888601111111111
-50.29132358910192,0.8888574444444445
-49.796418873693995,0.8888536666666667
-49.30151415828604,0.888849
-48.80660944287811,0.8888447777777778
-48.311704727470186,0.8888396666666667
-47.81680001206226,0.8888345555555556
-47.32189529665433,0.8888282222222222
-46.826990581246406,0.8888213333333334
-46.33208586583848,0.8888118888888888
-45.83718115043055,0.8888041111111111
-45.342276435022626,0.8887938888888889
-44.8473717196147,0.8887824444444444
-44.35246700420677,0.8887684444444445
-43.857562288798846,0.8887552222222223
-43.36265757339092,0.8887407777777778
-42.86775285798299,0.8887217777777778
-42.372848142575066,0.8887001111111111
-41.87794342716714,0.888674
-41.38303871175921,0.8886471111111112
-40.888133996351286,0.8886138888888889
-40.39322928094336,0.8885774444444444
-39.89832456553543,0.8885331111111111
-39.403419850127506,0.8884775555555555
-38.90851513471958,0.8884151111111112
-38.41361041931165,0.8883424444444444
-37.918705703903726,0.8882568888888889
-37.4238009884958,0.8881546666666666
-36.92889627308787,0.8880254444444444
-36.433991557679946,0.8878695555555556
-35.93908684227202,0.8876911111111111
-35.44418212686409,0.8874763333333333
