theta,probability
-8.697416795152899,0.79006
-8.391750549928895,0.79006
-8.08608430470489,0.7900590000000001
-7.780418059480886,0.7900590000000001
-7.474751814256882,0.7900590000000001
-7.1690855690328785,0.790058
-6.863419323808874,0.790058
-6.55775307858487,0.790057
-6.252086833360866,0.790057
-5.946420588136862,0.790057
-5.6407543429128575,0.790054
-5.335088097688853,0.790052
-5.02942185246485,0.7900469999999999
-4.723755607240845,0.790031
-4.4180893620168415,0.790004
-4.112423116792837,0.7899700000000001
-3.8067568715688327,0.7899
-3.5010906263448285,0.789804
-3.1954243811208243,0.789624
-2.88975813589682,0.789328
-2.584091890672816,0.788874
-2.2784256454488125,0.788119
-1.9727594002248083,0.787266
-1.6670931550008041,0.786137
-1.3614269097768,0.7847850000000001
-1.0557606645527957,0.783173
-0.7500944193287915,0.781135
-0.44442817410478735,0.778814
-0.13876192888078404,0.775645
0.16690431634322106,0.768529
0.4725705615672244,0.761658
0.7782368067912295,0.754837
1.0839030520152328,0.748019
1.3895692972392362,0.7414229999999999
1.6952355424632413,0.734838
2.0009017876872446,0.7281580000000001
2.3065680329112497,0.721842
2.612234278135253,0.715414
2.917900523359258,0.7090369999999999
3.2235667685832614,0.702628
3.5292330138072665,0.696456
3.83489925903127,0.690338
4.140565504255273,0.684368
4.446231749479278,0.6783049999999999
4.751897994703281,0.6723509999999999
5.057564239927286,0.666431
5.3632304851512895,0.6605719999999999
5.668896730375295,0.6548689999999999
5.974562975599298,0.6493070000000001
6.280229220823301,0.643664
6.585895466047306,0.638128
6.89156171127131,0.6327849999999999
7.197227956495315,0.6274759999999999
7.50289420171932,0.62217
7.808560446943323,0.617031
8.114226692167327,0.6119049999999999
8.41989293739133,0.606901
8.725559182615333,0.6019939999999999
9.03122542783934,0.597057
9.336891673063343,0.592142
9.642557918287347,0.587287
9.94822416351135,0.5825279999999999
10.253890408735357,0.577975
10.55955665395936,0.5733619999999999
10.865222899183363,0.5688759999999999
11.170889144407367,0.5642780000000001
11.47655538963137,0.559986
11.782221634855377,0.5556490000000001
12.08788788007938,0.5513600000000001
